Title,lat,lng,Tags (Keywords),Features,Category,id
Kojima Sushi,49.26809,-123.06928,",good food,more good food,great price,vancouver great value,comfortable service,sushi special,more worker,only good thing,good no complaint,easy accesible wheelchair,well pleasant service,","Takeout,WheelchairAccessible,Seating,TableService","Japanese,Sushi,Asian,Lunch,Dinner,",11378
Livia,49.272617,-123.06978,",good coffee,lovely food,great snack,great location,friendly staff,welcome experience,perfect pastry,nice interior design,home enjoy,your wonderful staff,",,"Canadian,,",11380
Jarrito Loco Tacos,49.247234,-123.06959,",good real food,more meat thought,many thing menu,",,",,",11381
Jamaican Pizza Jerk,49.26022,-123.06986,",patty love patty,great caribbean flavour,jamaica great caribbean,great caribbean music,great size,great atmosphere,original flavour,love beef,many year,best hand,perfect spice,",Reservations,"Canadian,Caribbean,Pizza,Jamaican,Lunch,Dinner,",11388
Pepino's Spaghetti House,49.278908,-123.07052,"avocadosalad,spaghettiandmeatballs,pork,commercialdrive,italianambiance,familystyle,broughttothetable,winelist,portions,appetizers,cream,tender,special place,amazing customer service,u special linguine,brunello happy day,original owner,many dish,our special evening,sure every detail,","Reservations,Seating,ServesAlcohol,TableService,Delivery,Takeout","Italian,Dinner,",11391
Half Baked Cookie Company,49.273705,-123.056725,",good cheery staff,delicious biscuit,",,",Breakfast,Lunch,",11393
Cafe Du Soleil,49.27243,-123.06962,",gluten free vegan,vegetarian many dish,vancouver amazing flavour,perfect service,","Seating,Takeout,WheelchairAccessible,TableService","Canadian,Cafe,Breakfast,Brunch,VegetarianFriendly,VeganOptions",11394
Dachi Vancouver,49.28128,-123.05805,",many restaurant,best service,great quality,mount pleasant restaurant,success fabulous food,great idea,many guest,many country,better spot,mount pleasant,most establishment,most tender octopus,",,",,",11396
X-Site Grill and Bistro,49.28088,-123.05849,",,","Seating,ServesAlcohol,Takeout,WheelchairAccessible,TableService","Bar,Canadian,Pub,Lunch,Dinner,",11397
Ugly Dumpling,49.27063,-123.06932,",huge variety eatery,great advice,great time,great service,great flavor,more variety,lot good texture,good simple fare,nice change,unique one,unique flavour,perfect bitterness,smooth sweetness,",,"Asian,Fusion,,",11398
Dosa Factory,49.250843,-123.07724,"dosas,naan,lamb,deliciousfood,sambal,knights,yummy,dosa light,great food service,hygienic best service,great indian food,delicious food,back good luck,","Takeout,Reservations,Seating,WheelchairAccessible,TableService,Delivery,ParkingAvailable,StreetParking,Freeoff-streetparking,Television,HighchairsAvailable,ServesAlcohol,WineandBeer,DigitalPayments,FreeWifi,AcceptsCreditCards,Familystyle","Indian,Lunch,Dinner,Drinks,VegetarianFriendly",11400
Tentatsu Japanese,49.281067,-123.05594,"lunch,sunomonosalad,californiaroll,chickenteriyaki,nigiri,great roll,","Takeout,Seating,Reservations,ServesAlcohol,TableService","Japanese,Sushi,Asian,Lunch,Dinner,",11401
Pho Thai Hoa Vietnamese Cuisine,49.24792,-123.07059,",perfect place,awesome price,","Seating,Takeout,WheelchairAccessible,TableService","Asian,Vietnamese,Soups,Thai,Lunch,Dinner,Breakfast,",11406
Polonia Sausage House,49.28087,-123.05577,",good spice,friendly welcoming service,better ominivores,three kind sausage,",,"Deli,,",11407
Libra Room,49.27027,-123.06937,",great live music,cool place,attentive server,more friend,your kind place,","Reservations,Seating,ServesAlcohol,TableService,LiveMusic","Canadian,Bar,Dinner,After-hours,VegetarianFriendly",11410
Commercial Sushi,49.26156,-123.06983,",cheap price,good food find,good portion,good sign,quick lunch dinner,many sushi place,many sushi shop,clean tasty,",WheelchairAccessible,"Japanese,Sushi,Asian,Lunch,Dinner,",11416
Sunrise Pizza & Steak House,49.276196,-123.06952,",,","Delivery,Takeout,WheelchairAccessible,Seating,TableService","Pizza,Greek,Canadian,Italian,Steakhouse,Dinner,Lunch,VegetarianFriendly",11418
Hai Phong Restaurant,49.2515,-123.07929,"pho,rice,pork,soup,dishes,good pho place,good value dish,good flavour,good price,nice plate herb,highly recommended love,","Seating,TableService","Asian,Vietnamese,Soups,Lunch,Dinner,Brunch,VeganOptions",11421
Kyle's Cafe,49.26099,-123.06997,",friendly server,fantastic place,coffee free refill,prawn nice,good pricing,",,"Chinese,Canadian,,",11427
Vancity Pizza,49.28117,-123.05613,",street better pizza,good selection pizza,best pizza,plentiful great service,great value,super guy,very friendly service,",,"Pizza,,",11428
The Sweet Greek Cafe,49.264168,-123.06974,",food friendly owner,great place,sweet gem,tasty love sesame,excellent portion size,excellent service,authentic eating experience,full flavour,full lamb dinner,what friendly place,great price,bob attentive,entertaining photo,most folk,souvlaki superb,our beautiful city,","Seating,WheelchairAccessible","Cafe,Mediterranean,Greek,Lunch,Breakfast,Dinner,",11431
Elephant Garden Creamery,49.2662,-123.06935,",good coconut flavour,nice treat,delicious twist,popular staple,very accessible staff,",,",,",11432
Rinconcito Salvedoreno Restaurant,49.26663,-123.06937,",good food,good thing,al good,good mix potato,healthy dose sauce,full meat,full review,margarita excellent decision,authentic flan delicious,most customer,better idea,huruache lovely,familiar tone,true thou,","Takeout,Seating,WheelchairAccessible","Latin,CentralAmerican,Spanish,Salvadoran,SouthAmerican,Breakfast,Lunch,Dinner,",11434
Pennyroyal Coffee,49.281284,-123.05862,",gorgeous wooden table,potent espresso,",,"Cafe,,",11437
Take Thai Home,49.269,-123.06926,",best curry,best part meal,more peanut,more waiter wonder,special spring roll,rich sauce,fresh exotic flower,very good service,pretty good value,my favorite curry,only great dinner,","Takeout,Reservations,Seating,Television,ServesAlcohol,WineandBeer,FreeWifi,WheelchairAccessible,TableService","Asian,Thai,Dinner,VegetarianFriendly",11438
Toby's on the Drive,49.26011,-123.07019,",nice selection beer,friendly staff,impressive list beer,friendly atmosphere,nice view band,many better restaurant,nice atmosphere,attentive service,fine edge,most part,one redeeming factor,",Seating,"Bar,Pub,Canadian,,",11451
Schokolade Cafe,49.28119,-123.05859,",rich chocolate,quick chocolate,special occasion drink,many option,o good love,most routine bar,wonderful haven,unique santa clause,good news,full review,full taste,",,",,",11453
LA Pache Pizza,49.26626,-123.069565,",authentic pizza,light snack,best pizza,","Delivery,Takeout,Reservations,Television,DigitalPayments,FreeWifi,AcceptsCreditCards,Non-smokingrestaurants","Pizza,Breakfast,Lunch,Dinner,Drinks,",11457
Sweet and Savoury Pie Company,49.281284,-123.058586,",lovely good cook,",,",Lunch,Dinner,",11459
Circus Play Cafe,49.25929,-123.07032,",safe toy child,good place parent,great area,great little place,coffee light lunch,family friendly place,light lunch,cafe fair,more restaurant,","Seating,ParkingAvailable,StreetParking,Freeoff-streetparking,HighchairsAvailable,WheelchairAccessible,AcceptsMastercard,AcceptsVisa,DigitalPayments,FreeWifi",",Breakfast,Lunch,",11460
Fire Pizza,49.26741,-123.0694,",slice good value,better pizza place,good value,sweet spicy beef,what more need,","Takeout,Delivery,WheelchairAccessible","Pizza,Fastfood,Canadian,Lunch,Dinner,VegetarianFriendly",11463
Caffè La Tana,49.27597,-123.06965,",,","GiftCardsAvailable,Takeout,Seating,StreetParking,Freeoff-streetparking","Italian,Breakfast,Lunch,Dinner,Brunch,",11469
Bua Thai Cuisine,49.26812,-123.06988,",more kick spiciness,friendly tea,","Seating,TableService","Asian,Thai,Dinner,Lunch,",11471
Portuguese Club Of Vancouver,49.274296,-123.069405,"clams,pork,commercialdrive,servers,taste,good pork,honest food,fry nice server,great service,fry nice,lot love,free charge,","Seating,TableService","Portuguese,European,Dinner,Lunch,",11474
Sun Bo Kong Vegetarian Restaurant,49.25076,-123.07694,"chowmein,dimsum,rice,dish,meat,vegetarian wonderful food,more taste,lovely food,best dish service,great place,great owner,many place,many choice,kind reasonable taste,sweet paste,nice opporuinty,","Reservations,Seating,WheelchairAccessible,TableService","Chinese,Asian,Lunch,Dinner,VegetarianFriendly",11476
Van Dragon Chinese Restaurant,49.281357,-123.05989,",many restaurant,good soya,city great sweetness,quick worth visit,vancouver love,",Reservations,"Chinese,,",11477
East Cafe,49.28117,-123.05629,",really good coffee,many people,",,",Breakfast,Lunch,Dinner,",11491
Knight Street Cafe,49.24967,-123.07634,",amazing food,great pricesforget,trendy place,mashed potato delicious,",,"Cafe,Canadian,,",11493
Sake Maki,49.27179,-123.06933,",food good value,good wish,grand daughter,fine time,many time,great affordable sushi,quick lunch,very good time,sweet potato tempura,cool interior,more piece sushi,absolutely delicious broth,simply amazing interior,","Delivery,Takeout,TableService","Sushi,Asian,Japanese,Lunch,Dinner,",11494
Harbour Oyster + Bar,49.27189,-123.06918,"oysters,duringhappyhour,joint,establishment,dishes,,",,",,",11495
Park Drive,49.268406,-123.069786,",great care,perfect people,",,"Italian,,",11496
Pho Win,49.281025,-123.06101,",better pho restaurant,many vegan option,good service,delicious pho,very friendly food,very friendly service,far good quality,",,"Vietnamese,,",11507
Tikka House Indian Restaurant,49.26637,-123.06964,",great place,",,"Indian,,",11512
Steam Tea House Imports Inc,49.28087,-123.05716,",excellent rating,cute p,",,",,",11522
Cedar Cottage Neighbourhood Pub,49.25138,-123.07804,",good time,reasonable good portion,good crispy,good cheese curd,great food,great gravy home,cheap interesting pub,very good price,kind dive bar,really good son,quick lunch,pretty good menu,special turkey sandwich,noisy sound people,fine price,nice touch,very nice presentation,",,"Pub,,",11523
Rosemary Rocksalt - Commercial Drive,49.27226,-123.06918,",,",,",Breakfast,Lunch,Dinner,",11525
Oh Sweet Day Bake Shop,49.269474,-123.069275,",oh sweet day,",,"Cafe,,",11527
Pelican Restaurant,49.281517,-123.066216,"stickyrice,dimsum,shrimp,tapioca,peashoots,seafood,chinesefood,dishes,crispy,good food,rice nice touch,warm water,bit more poaching,always perfect match,","Takeout,Reservations,Seating,ServesAlcohol,TableService","Asian,Chinese,Lunch,Dinner,Brunch,",11532
77K Freeze,49.264565,-123.06966,",,",,"Japanese,European,Canadian,Lunch,Dinner,",11533
Famoso Neopolitan Pizza Vancouver,49.272346,-123.069374,",wine great service,nice chat,really good pizza,sprout delicious,beautiful decor,",WheelchairAccessible,"Pizza,Italian,Dinner,",11537
Riddim & Spice,49.26739,-123.06985,",,",,"Caribbean,Thai,Jamaican,Lunch,Dinner,",11538
Vera's On The Drive,49.271618,-123.069496,",great burger,beer special,great value,our delicious burger,top flavour distract,sure show,quick bite,sweet potato,very good meal,very friendly food,","Reservations,WheelchairAccessible,Delivery,Takeout,OutdoorSeating,Seating,ParkingAvailable,StreetParking,Television,HighchairsAvailable,ServesAlcohol,FullBar,WineandBeer,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,AcceptsDiscover","Mexican,American,Bar,Pub,Lunch,Dinner,",11539
Britannia Sushi,49.27545,-123.06923,",great location dinner,excellent sushi,",,"Japanese,Sushi,Lunch,Dinner,",11542
Masayoshi,49.24574,-123.08998,",perfect piece sushi,masa best sushi,great japanese food,perfect proportion fish,great pricey side,special sushi,special sauce,full tasting menu,my favorite toro,","Reservations,Seating,TableService","Japanese,Seafood,Sushi,Asian,Dinner,",11543
Loku,49.26453,-123.06935,",safe eat,incredible lunch,",,",,",11544
Vietnam House Restaurant,49.2809,-123.06123,",good parking,full meal,broth amazing restaurant,",,"Vietnamese,,",11547
Mr. Greek Donair Store,49.26936,-123.06925,",,",,"MiddleEastern,,",11548
Windjammer Restaurant,49.27597,-123.06965,",best fish,chip good piece,vancouver great fish,kind fish,trip excellent fish,chip love,good fifthly reason,most restaurant,special burger,most restaurant piece,very pleasant waitress,","Takeout,Reservations,Seating,TableService","Seafood,Canadian,Lunch,Dinner,",11550
The Bench Bakehouse,49.26986,-123.07035,",good rye bread,great thing,great job,bench huge selection,","Takeout,Seating,StreetParking,Freeoff-streetparking,FreeWifi,AcceptsCreditCards","French,American,European,Australian,Canadian,Breakfast,Lunch,Dinner,Brunch,",11552
Dung Sing Chin Seafood Restaurant,49.28144,-123.06023,",good name,smooth texture,more table,our favorite place,happy hum,very rare day,very authentic setting,",,"Seafood,Breakfast,Lunch,Dinner,",11553
Trung Nguyen Cafe,49.24984,-123.07472,",very fresh food,",,",,",11554
Poke Five,49.264553,-123.06986,"smallplace,kombucha,ingredients,bowl,taste,,",,"Hawaiian,Lunch,Dinner,",11555
Grounds For Coffee,49.26614,-123.069565,",,",,"Cafe,European,Contemporary,Canadian,,",11556
Andy's German Bakehaus,49.27639,-123.06963,",sandwich friendly owner,surely jewel drive,really sweet staff,",,",Lunch,Dinner,",11557
Dundas Eat + Drink,49.284954,-123.062195,",,",,",Lunch,Dinner,",11561
Falafel Cafe,49.25053,-123.07637,",,",,"MiddleEastern,,",11563
Kim Chau Deli,49.25086,-123.07724,",kim chau special,wonderful lunch,perfect light,famous beef,",,"Vietnamese,,",11631
The Reef,49.275154,-123.06938,",best hot sauce,good atmosphere,good large group,great food,fantastic recommendation,friendly server,specially restaurant,",,"Caribbean,Lunch,Dinner,",11632
Thai Hang Restaurant,49.2809,-123.06123,",best vietnamese restaurant,calgary food excellent,",,"Thai,Lunch,Dinner,",11633
Golden Seafood Restaurant,49.26239,-123.05677,",,",,",,",11635
Park Here Seafood Restaurant,49.25081,-123.07684,",best dimsum,",,"Chinese,Seafood,Breakfast,Lunch,Dinner,Brunch,",11636
Lunch Lady,49.27497,-123.06915,",special best pho,more flavour,fantastic food,very good meal,",Reservations,"Vietnamese,Lunch,Dinner,",11637
Cafe Abruzzo,49.27281,-123.06963,",great time,too excited atmosphere,",,"Cafe,,",11639
J N & Z Deli,49.26901,-123.06972,",,",,"Deli,,",11642
Volcano Sushi and Grill,49.28122,-123.06383,",good meal,good amount time,kind sauce,",Reservations,"Sushi,Lunch,Dinner,",11643
Bosa Foods,49.27925,-123.0655,",great italian sandwich,good quality food,",,"Italian,,",11644
Odd Society Spirits,49.28429,-123.06939,",good gin,stunning glassware,unique selection ingredient,well great cocktail,u excellent,their impressive atmosphere,","AcceptsMastercard,AcceptsVisa,CashOnly",",,",11646
Cuulong Restaurant,49.24967,-123.07634,",year great value,good grub,",,",Lunch,Dinner,",11647
Ubuntu Canteen,49.24764,-123.08978,"lunch,cubanosandwich,bread,menu,table,delicious food,amazing food place,warm friendly staff,delicious cheese,lovely tartlet dessert,continental excellent coffee,lovely bright interior,very delicious wine,more everything,","Reservations,Seating","French,Cafe,Canadian,Lunch,Dinner,",11649
Volcano Sushi & Grill,49.268,-123.06988,",,",,"Japanese,Sushi,Lunch,Dinner,",11651
Sun Yee Cafe,49.2809,-123.06195,",good portion size,",,",,",11652
Kessel and March,49.28423,-123.06998,",such good food,good food,food light,great meal,interesting restaurant,great value,best quiche,many course,could good,","Reservations,Seating,TableService","European,Dinner,",11659
